tweet,cleaned_text,class,label,token_count
@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft.,ok wat ever u say whitey u prolly never even seen shaft,0,1,12
@Hovaa_ shut up lizard faggot nigger cunt,shut lizard faggot nigger cunt,0,1,5
@Hovaa_ that's very logical because bitches love using my face as a toilet,thats logical bitch love using face toilet,1,1,7
@Hovaa_ what about yellow spots?,yellow spot,2,0,2
@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies,ya know slang im racist h porch monkies,0,1,8
@Hovaa_ your pet zebra. stripey?,pet zebra stripey,2,0,3
"@Hozay__ bitch shut up and hand me some of those flowers you selling, the light is about to change.",bitch shut hand flower selling light change,1,1,7
@HuffingtonPost if the faggots can have a page y cant they?faggots offend me more than them,faggot page cant theyfaggots offend,0,1,5
"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back",im american dont give shit beaner ship beaner back,0,1,9
@HuffingtonPost looks like any other little porch monkey to me!,look like little porch monkey,2,0,5
@HuffingtonPost the little cunt can just die for all I care!,little cunt die care,1,1,4
@HuffingtonPost y don't that bitch just shoot herself? so sick of all those whores!,dont bitch shoot sick whore,0,1,5
@HughSpliffner hurt hoes be like,hurt hoe like,1,1,3
@Hunglikerobby_ @BOSSBITCHDAPHNE @taytuckfuck &#128514;&#128514;&#128514; bitch no more on my account,bitch account,1,1,2
@Hunglikerobby_ @emmadiabetes I have an open mind and that bitch Beyonc&#233; is crazy&#128528;,open mind bitch beyonc crazy,1,1,5
@Hunglikerobby_ @triple6em96 @bbluedreamm I was nice to the dumb bitch then she puts her nose all up in my business Eat shit white trash hoe,nice dumb bitch put nose business eat shit white trash hoe,1,1,11
"@Hunglikerobby_ @triple6em96 @bbluedreamm brush lets just ignore the silly hoe. She's pregnant, hella hormones. tryna fuck with other people",brush let ignore silly hoe shes pregnant hella hormone tryna fuck people,1,1,12
@Hunglikerobby_ that was so gay. And I was tanning bitch. Juvie made me white,gay tanning bitch juvie made white,0,1,6
@Huntermoore @DangItsTiff bitch looks like spongebob,bitch look like spongebob,1,1,4
@Huntermoore @shelbyritner shelby your pussy is beat up,shelby pussy beat,1,1,3
@Huntermoore All of these bitches lying,bitch lying,1,1,2
@Huntermoore bout to be in ike a couple hours,bout ike couple hour,2,0,4
@Huntermoore drunk bitch used to eat my ass its relaxing,drunk bitch used eat as relaxing,1,1,6
@Huntermoore finger my pussy slowly with circular motion,finger pussy slowly circular motion,1,1,5
@Huntermoore finger my throbbing pussy,finger throbbing pussy,1,1,3
@Huntermoore finger my wet throbbing pussy slowly as I cum on ur fingers,finger wet throbbing pussy slowly cum ur finger,1,1,8
@Huntermoore fuck my throbbing pussy slowly,fuck throbbing pussy slowly,1,1,4
@Huntermoore fuck my wet pussy with ur huge cock,fuck wet pussy ur huge cock,1,1,6
@Huntermoore happy cuz I woke up white and not a nigger!,happy cuz woke white nigger,0,1,5
@Huntermoore hells yeah fuckin sick ass bitch,hell yeah fuckin sick as bitch,1,1,6
@Huntermoore my pussy is aching for ur follow bae,pussy aching ur follow bae,1,1,5
@Huntermoore nigger!!,nigger,0,1,1
@Huntermoore only a ratchet bitch would,ratchet bitch would,1,1,3
@Huntermoore so does my juicy pussy,juicy pussy,1,1,2
@HuntsTheWind I wonder if I have my very own NSA spook following me by now?,wonder nsa spook following,2,0,4
@HunturPls @SteeZeyFLOW nice ears bitch you look like a god damn elephant..,nice ear bitch look like god damn elephant,1,1,8
@Hype I'm not delivering to that bitch boy anymore.,im delivering bitch boy anymore,1,1,5
@I12sing pussy.... I ain't had a coochie since I was 16 &#128514;&#128514;,pussy aint coochie since,1,1,4
@IAMBJRAPS @cheffin_curry @GirlTimeUSA @LILBTHEBASEDGOD and you look like hmmm a nigger,look like hmmm nigger,1,1,4
@IAMHICK3Y @chillbr0chill bitches on my dick but look at me I'm fucking beautiful,bitch dick look im fucking beautiful,1,1,6
"@IAMKINGRICO I don't fight or want to fight bitches who don't know who the fuck I am. Fuck I look like doing that? Nigga, PLEASE!",dont fight want fight bitch dont know fuck fuck look like nigga please,1,1,13
"@IAMKINGRICO Nah, I'd NEVER ask a guy to ride down on a chick. What's the use of getting him in trouble for a trash-ass bitch?",nah id never ask guy ride chick whats use getting trouble trashass bitch,1,1,13
@IAMQUEENLATIFAH @plated letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? http://t.co/CH0XfVEKz9,letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu n emoto ill egg god,2,0,16
"@IAmPikey 
I wonders why dare ain't no colored folk up dare?",wonder dare aint colored folk dare,2,0,6
"@IAmPikey 
Well ho di doe. Thank you",well ho di doe thank,1,1,5
@ICBC_World214 @FreeBlizz_ICBC bitch bought her son some talking bout I had to get em before they sold out,bitch bought son talking bout get em sold,1,1,8
@ICBC_World214 lol nigga just walk in that hoe looking for girls don't even wanna buy nothing,lol nigga walk hoe looking girl dont even wanna buy nothing,1,1,11
@ICBC_World214 that hoe out now,hoe,1,1,1
@IDisDummies Can you speak one coherent sentence without sounding like a nig? Seriously.,speak one coherent sentence without sounding like nig seriously,0,1,9
@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,joke fugly bitch happy uncle snoop even acknowledged nasty as lmao,0,1,11
@IHOP you fucking pussy,fucking pussy,1,1,2
"@IHateStevenSing
I ain't to show bout dem colored diamonds you talk about on da radio. 
Any diamond you gets from a colored be stolen",aint show bout dem colored diamond talk da radio diamond get colored stolen,2,0,13
"@IHuntGoblins @Sinatraa_ every time I beat you I'm ""being a faggot"" maybe I'm just being better than you lmao",every time beat im faggot maybe im better lmao,1,1,9
@IIDeAIID @JQuiiin So many bitches you gon need to change ya name from Jebidiah to Bitches.,many bitch gon need change ya name jebidiah bitch,1,1,9
"@IIJERiiCHOII Nah but I was worth that 52 character, bitch.",nah worth character bitch,1,1,4
@IIXIXIII bruhhh I'm joking... Don't pop trunk on me I'm just a bitch ass niiiieeegggaaa,bruhhh im joking dont pop trunk im bitch as niiiieeegggaaa,1,1,10
@IIiirb bitch ass,bitch as,1,1,2
@ILIKECATS74 @bootyacid @sizzurp__ @yoPapi_chulo @brandonernandez because you're the ratchetest of them all bitch,youre ratchetest bitch,1,1,3
@ILIKECATS74 @yoPapi_chulo @sizzurp__ @brandonernandez @bootyacid you do realize ya pussy stank right?,realize ya pussy stank right,1,1,5
@IMNOTMAKINGITUP Hey u just followed me not long ago. Gonna nip that in da bud. like ur bio tho. U know the white devils stole our our,hey u followed long ago gonna nip da bud like ur bio tho u know white devil stole,2,0,18
@IMTHATGUY_DHuck Happy Birthday pussy. Have a good one,happy birthday pussy good one,1,1,5
@ISmashedYoGurl @Jonathan_Scott_ ahhh stupid bitch!,ahhh stupid bitch,1,1,3
@ISpeakESPINAL i love seing new ones cause i save them and then youse them bitches lmfao,love seing new one cause save youse bitch lmfao,1,1,9
@ITS_MAKEPEACE i donno who demz iz? But ima bout to get white gurll ghetto on there asses when i find out....,donno demz iz ima bout get white gurll ghetto ass find,1,1,11
"@IWantHis_Heart Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat",ok u fat precious lookin as bitch u big fat back barnyard lookin as bitch fix grammar u still fat,0,1,20
@I_GotOne awe boy you smell like monkey sex,awe boy smell like monkey sex,1,1,6
@I_GotOne he had the hoes too,hoe,1,1,1
@I_GotOne you look like flappy bird,look like flappy bird,2,0,4
@IamEnidColeslaw He must think you bump pussy. I no mind. I'll eat your #thong and make you #squirt like the #geyser.,must think bump pussy mind ill eat make like,1,1,9
@IamSaintBryan they call me yellow bone,call yellow bone,2,0,3
@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol,thats even real word must hit blunt started making shit nigger as lol,0,1,13
@IbePocahontas bitch we shot a music video,bitch shot music video,1,1,4
@Ican_onlyb_Nika them bitches be smackin,bitch smackin,1,1,2
"@Icy_Rapture more like

Look at all those bitches",like look bitch,1,1,3
@IdiotOlympics @ForTheMen fuck her right in the pussy,fuck right pussy,1,1,3
@Iemonaids @drugulaa some of them bitches give you more than a virus,bitch give virus,1,1,3
@Iemonaids I'd pop dat lemon for some real pussy.,id pop dat lemon real pussy,1,1,6
@Iemonaids Id break that little bitches finger,id break little bitch finger,1,1,5
@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches,done spell check know meant fat liberal dyke feminist nazi bitch,0,1,11
@Iemonaids right in the pussy,right pussy,1,1,2
@IleanaGeorgina @Enriquuee_ kike your a soft nigga &#128514;,kike soft nigga,1,1,3
@Ilovebamf Whats it say... I see bird in it... Lmao,whats say see bird lmao,2,0,5
@Ilovebamf is my big long lost brother I swear. I don't know what I'd do without this wetback.,big long lost brother swear dont know id without wetback,1,1,10
@ImASpiderG you a bitch nigga,bitch nigga,1,1,2
@ImEthan_Gregory eyy that pushin one for me bro cause you know that bitch better blow hah,eyy pushin one bro cause know bitch better blow hah,1,1,10
@ImHis_Treasure when bitches get inches they be like.,bitch get inch like,1,1,4
@ImOnMyLevelGTB so what ur sayin is all I mess wit is hoes? #shady,ur sayin mess wit hoe,1,1,5
@ImSoLK 1v1 gun game pussy,v gun game pussy,1,1,4
@ImSoLK @OgHasnt fag,fag,1,1,1
@ImSooooMad guess who's eating cracker b without you,guess who eating cracker b without,2,0,6
"@ImToBlame Apple TV got the NFL channel on that bitch, I'm pretty sure they're all on there. I've watched a couple. @DukeOfZamunda",apple tv got nfl channel bitch im pretty sure theyre ive watched couple,1,1,13
"@ImToBlame although I will concede that bitch bought into the ""funnel bitches to Dwight #NoPedo"" tho.",although concede bitch bought funnel bitch dwight tho,1,1,8
@ImToBlame bitch I got a ring now ho I ain't fatherless no more ill fight you.,bitch got ring ho aint fatherless ill fight,1,1,8
@ImToBlame bitch you opulent as fuck refrain from conversing upon matters of the middle class.,bitch opulent fuck refrain conversing upon matter middle class,1,1,9
"@ImToBlame listen cuntrag whore bitch, shit be expensive as fuck, man. We had to do PR first that one year, this year was the wedding so.",listen cuntrag whore bitch shit expensive fuck man pr first one year year wedding,1,1,14
@ImToBlame lyin ass bitch @GhostwritaMusic @ILL_Wil_ @brunzilla,lyin as bitch,1,1,3
@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,fatherless wallet carrying as video game playing as negro breh filth way afford date,0,1,14
@ImTooMuch bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;,bread general aint good yabut honky bread worst,2,0,8
@Im_Thirst I love Louis CK! Quit bein a faggot and suck that dick,love louis ck quit bein faggot suck dick,1,1,8
@Im_Thirst I was gonna hold my tongue until I could get into another team but I couldn't do it anymore they're fuckin retarded.,gonna hold tongue could get another team couldnt anymore theyre fuckin retarded,1,1,12
@Im_Thirst Shin's a faggot. I'm glad your chipped him.,shin faggot im glad chipped,1,1,5
@Im_Thirst randies are fags,randies fag,0,1,2
@Im_a_Asshole_ @ImTooMuch @MyAssHoleSoWet So you gon call me a nigger because of that? Fuck wrong with you?,gon call nigger fuck wrong,1,1,5
@ImpactParasite just fuckin roasted this faggot,fuckin roasted faggot,0,1,3
@InEyeAleE Son. We the sammich family out this bitch. She KNOW Joey love sammiches.,son sammich family bitch know joey love sammiches,1,1,8
"@InEyeAleE shit ain't gon be funny when you need me to get you outta a horrific car crash, bitch.",shit aint gon funny need get outta horrific car crash bitch,1,1,11
@InEyeAleE you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas,youre filled pimp hoe well talk know,1,1,7
"@InFaMouS_StAcKz hell no cause Brad still walked away like "" yeah i fucked that niggas bitch "" &#128514;",hell cause brad still walked away like yeah fucked nigga bitch,1,1,11
@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,hang ovenjew lot common people waste time nigs jew r r problem,0,1,12
@IndicaMangoes they still fucking trash. I cant eat those to save my life.,still fucking trash cant eat save life,1,1,7
@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!,quickscoping trash take tony hawk setup play normally thats sniper,2,0,10
@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats,read suck bacon encrusted middle finger muslim twat,0,1,8
"@InfidelAlie touch&#233; muzzie fuckers, hope it was set to go full of bacon and pork rinds",touch muzzie fucker hope set go full bacon pork rind,1,1,10
@Inkedup_Tiny ^___^ still should've walked over and said something pussy,still shouldve walked said something pussy,1,1,6
@InnerSlutty I got u bitch,got u bitch,1,1,3
"@Insanity_Lady I argue that Cersei is neither evil nor a bitch. She's greedy, desperate to protect her children and to be valued in a world",argue cersei neither evil bitch shes greedy desperate protect child valued world,1,1,12
"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin",half jar marmalade shaved monkey saran wrap mini horse give best scene,2,0,12
@IsaidNick @aknadnrye give me credit lil bitch,give credit lil bitch,1,1,4
@Ish_MallyMal @JayJuice22 all trash to me,trash,2,0,1
@Ish_MallyMal August is trash,august trash,2,0,2
@Issa_GOLD my fuckin back still hurts but it was worth it. And I'm still mad about the hoe incident. Haha. http://t.co/eAnDLKSbpM,fuckin back still hurt worth im still mad hoe incident haha,1,1,11
@Issa_GOLD u think that dream has anything to do with those two dumb bitches in San Diego lol,u think dream anything two dumb bitch san diego lol,1,1,10
"@Italian_Montana @CarterBoy_leake ant is a pussy man, don't make me pull up the pic!!!!",ant pussy man dont make pull pic,1,1,7
@Italian_Montana im a boss ass bitch,im bos as bitch,1,1,4
"@ItsJusMeJoJo lol you've tweeted ""bitch"" an excessive amount (for you) today. you ok?",lol youve tweeted bitch excessive amount today ok,1,1,8
@ItsKeeshKapeesh *yourself *faggot buy a dictionary,faggot buy dictionary,0,1,3
@ItsKiaraaaa looks like you took a red marker and colored on your leg,look like took red marker colored leg,2,0,7
@ItsLenDaddy thanks bruh dont ever forget we still on the look out for these faggots ................................. @JustCurrieOn,thanks bruh dont ever forget still look faggot,1,1,8
@ItsLexisHope Sounds like there are some major bitches in your area.,sound like major bitch area,1,1,5
"@ItsMander
Is you sure you ain't colored?",sure aint colored,1,1,3
"@ItsMander 
AIDS ain't all dat bad. You can become da hoe and do da crack and ain't gonna make no difference anyhow",aid aint dat bad become da hoe da crack aint gonna make difference anyhow,1,1,14
"@ItsMander 
You tryin to say ofay?",tryin say ofay,2,0,3
"@ItsMander @kfc
You can always gets da colored folk back in da cage wit da KFC",always get da colored folk back da cage wit da kfc,0,1,11
@ItsMeGrizz dink now uknow thats not true,dink uknow thats true,2,0,4
@ItsMeKevin10 @josie618 @ThatSlutAdrian @ZaidSaracini @papigabs lmao this nigguh,lmao nigguh,1,1,2
"@ItsNotHarold I'll try tomorrow RT @Harold: Gonna try and eliminate the word ""bitch"" out of my vocabulary. I need to start bettering myself",ill try tomorrow rt gonna try eliminate word bitch vocabulary need start bettering,1,1,13
"@ItsOnlyJess @LukeFriendyy @J_CATS_RULE she's a right twat, I'd tell you, honestly Sky! Honestly &#128520;&#127829;",shes right twat id tell honestly sky honestly,1,1,8
@ItsYOUR_man make me white trash cousin fucker,make white trash cousin fucker,1,1,5
@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,0,1,15
@ItsYOUR_man you a fucking wigger so stfu,fucking wigger stfu,1,1,3
@ItsmeKyleWayne Yeaa black bitches actin like they too good for an average nigga like they just got A1 credit and pussy,yeaa black bitch actin like good average nigga like got credit pussy,1,1,12
"@IvanJ_Reyes, um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I don't want that",um fuck bitch done xavier hopefully respect girl bc alone dont want,1,1,12
@IvetteBrianna_ I never said you was a hoe guilty consents ass girl,never said hoe guilty consent as girl,1,1,7
@IvetteBrianna_ fag,fag,1,1,1
@IvetteBrianna_ you better feel the love... I don't even show these hoes love lol,better feel love dont even show hoe love lol,1,1,9
@IzThat_xp @xDSmooth lmao denote got a bitch here right now but he love her,lmao denote got bitch right love,1,1,6
@JAYREIDOFFICIAL I want it to be somewhat of a collage .. Money jewels cartiers etc .. Jus little shit to let niccas know we still here,want somewhat collage money jewel cartier etc jus little shit let niccas know still,1,1,14
@JAYREIDOFFICIAL a nicca anxious to hear that shit my g,nicca anxious hear shit g,1,1,5
@JAYREIDOFFICIAL my nicca!,nicca,1,1,1
@JBilinovich @JZolly23 @cmnw86 You guys wanna skull Fuck some clay birds this weeknd???,guy wanna skull fuck clay bird weeknd,1,1,7
@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;,butcountry music listener really hick alcoholic,0,1,6
@JHafe big booty hoes!,big booty hoe,1,1,3
"@JHannahhh oh you mean Noah zimmerman's cute ass &#128525;. I mean he should, he talks to his hoes all day everyday . &amp; his girl Courtney &#128514;&#128564; sooo",oh mean noah zimmermans cute as mean talk hoe day everyday amp girl courtney sooo,1,1,15
@JLlVE looks prime for some trash pick up,look prime trash pick,2,0,4
@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,fuck ya little bitch look like mexican sucking cock ur profile,0,1,11
@JMuggaaa &#128527;&#128553;leezy got all the bitches,leezy got bitch,1,1,3
@JNunchuckfuck u can just ask him to suck his dick not that hard white trash,u ask suck dick hard white trash,1,1,7
@JOLTNG niger,niger,0,1,1
@JPERZELL shit pic master hoe protecting ass bow tie nigga,shit pic master hoe protecting as bow tie nigga,1,1,9
"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.",im partial faggothomoboth fairly describes sick twisted asshole,0,1,8
"@JPantsdotcom @Todd__Kincannon @the__realtony naaaaa, just popped across my TL, so I commented. But nice try faggot!",naaaaa popped across tl commented nice try faggot,1,1,8
@JPerez003 teabaggers are anti American. Hows it feel to hate your country?,teabaggers anti american hows feel hate country,1,1,7
@JRealmo I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't...,dont think believe community ability function wout whitey choose hustled big govt,2,0,12
@JRise88 @G_Anderson4 what do you want fag,want fag,0,1,2
@JRise88 @LongLiveTylerD your a fag,fag,0,1,1
@JRise88 do it then pussy,pussy,1,1,1
@JRise88 ill fuck you til you love me faggot,ill fuck til love faggot,1,1,5
@JRise88 shut up you stupid bitch,shut stupid bitch,0,1,3
@JStac825 @ThatAngryNigga at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.,least nearly two decade complete trash put atysyc redeem,1,1,9
@JStac825 @ThatAngryNigga these niggas must be deaf. When's the last time you heard a Roots song on the radio? Quest don't get bitches!,nigga must deaf whens last time heard root song radio quest dont get bitch,1,1,14
@JStarrTweets I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4,took harder rivera retired im yankee fan lot love respect em especially core,2,0,13
@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,pop new york family yankee obsessed sister literally cried heard gonna,2,0,11
@JStarrTweets yeah wizards! Agent zero bitches,yeah wizard agent zero bitch,1,1,5
@JT_Cameron92 or your in the ghetto,ghetto,2,0,1
@JTrevorHowerton @HollyRFisher because it's hilarious how it makes teabaggers freak out. I'll do it again too.,hilarious make teabaggers freak ill,1,1,5
@JUSTLOVE_NOHATE @Me_NOindirect whole hoe outchea.......,whole hoe outchea,1,1,3
"@JUSxDOiT I was hangin' on them corners late Pockets wasn't straight, bitch! I ain't gon make it at this rate, dawg.. Know what I'm sayin?",hangin corner late pocket wasnt straight bitch aint gon make rate dawg know im sayin,1,1,15
@JVP731 @keselowski @mattkenseth I would have loved to watch Newman bitch slap Johnson I'd pay to see that,would loved watch newman bitch slap johnson id pay see,1,1,10
@JZolly23 @HannahKubiak Everybody knows that bitches love mullets #Pantiedropin,everybody know bitch love mullet,1,1,5
@JZolly23 @JBilinovich we need to grow mullets together so we can get all the bitches and @HannahKubiak can hate on us,need grow mullet together get bitch hate u,1,1,8
@JZolly23 also is search of dirty white trash hookers for the weekends,also search dirty white trash hooker weekend,1,1,7
@J_Dun54 awww shit lol I want my money too bitch. Who else I give one tO?,awww shit lol want money bitch else give one,1,1,9
@J_Dun54 oh you little bitch you. You tryna hit the fair tho today or sometime this week? Shit might be fun drunk,oh little bitch tryna hit fair tho today sometime week shit might fun drunk,1,1,14
"@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 bitch better back up, Katy's mine",bitch better back katys mine,1,1,5
"@J_Kwest No, Cpt Commando is a hoe and a cocksucker",cpt commando hoe cocksucker,1,1,4
@J_Kwest when a bitch look his way http://t.co/VkdkoEKLxZ,bitch look way,1,1,3
@J_Logan And you know best about the bird moves...!!!,know best bird move,2,0,4
@J_Nastyy_ @Bum_Farto why would a white man even go to a nigger hell hole of Detroit? An I've worked in A town how. Y'all good niggers!,would white man even go nigger hell hole detroit ive worked town yall good nigger,1,1,15
"@J__F__H Happy Another Group of 365 Days, you weird ass son of a bitch. That's why we all love you, though. Hoping there are riots in H-town",happy another group day weird as son bitch thats love though hoping riot htown,1,1,14
"@JacobRyanBruhn Kiss these nuts, bitch!",kiss nut bitch,1,1,3
@JacobbBacker @fucktyler Tyler isn't shit faggot go listen to some real music,tyler isnt shit faggot go listen real music,1,1,8
@JacobbBacker fag,fag,0,1,1
@JacobbBacker faggot,faggot,1,1,1
@JacobbBacker you don't know shit about me faggot bitch,dont know shit faggot bitch,0,1,5
@JacsonBevens @markkiszla absolutely retarded article http://t.co/3hSVTYOXFf,absolutely retarded article,1,1,3
@JadeGreenleaf @DailySexSupply am i really a fag if I'm liking that video,really fag im liking video,1,1,5
@JadeGreenleaf fag,fag,0,1,1
@JaiBrooks1 faggot,faggot,0,1,1
@JaiBrooks1 not funny u faggot,funny u faggot,0,1,3
@JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot,ugly goldigging cunt u probably uncircumcised penis faggot,1,1,8
@JaiBrooks1 ur brother looks so queer and ugly,ur brother look queer ugly,0,1,5
@JalenDGAF @CourtniClark &#128308;&#9899;&#65039;&#128308;&#9899;&#65039;&#128308;&#9899;&#65039; no pressure hoe,pressure hoe,1,1,2
"@Jalenhendricks4 hoes saying ""eyebrows on fleek"" .. Search it on twitter",hoe saying eyebrow fleek search twitter,1,1,6
"@JamesOKeefeIII @jdhayworth James, nobody (save a couple illiterate, inbred teabagger morons) gives a flying fuck about your ""revelations.""",james nobody save couple illiterate inbred teabagger moron give flying fuck revelation,1,1,12
@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!,ltltbest name twitter ever aka jewbaccaltltsecond best name twitter,2,0,9
@JamesyNBA damn your bitch really hoe'n for the F!!,damn bitch really hoen f,1,1,5
"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying""",thats energy city electric gotta go yankee stadium winning truly electrifying,2,0,11
@JaneyPew nigger you are bigger than I am. Do you even #R4aperSec ?,nigger bigger even,1,1,3
"@JarJar_Banks momma didn't raise no sukka, bitch!",momma didnt raise sukka bitch,1,1,5
@JaredReve use monkey maker you prick!,use monkey maker prick,1,1,4
@JasonAstley I hate that shit. Like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.,hate shit like bitch dont ask shit makin waste time dumb as aint even using,1,1,15
"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",remember nephew lucas cry dan saying quit pussy grow pair something dans funny,0,1,13
@JavelinaBlue @mdjacksondallas @KennettDems yep. Texas is redneck heaven.,yep texas redneck heaven,1,1,4
@JavieTheCreator @its_selenaaaa haha yuhh that hoe was funny,haha yuhh hoe funny,1,1,4
@JavieTheCreator stank ass hoes haha,stank as hoe haha,1,1,4
@JawShoeeAhhh *bitch,bitch,1,1,1
@JawShoeeAhhh @FabianMleal fuck you bitch lol,fuck bitch lol,1,1,3
@JawShoeeAhhh @FabianMleal shut up bitch,shut bitch,1,1,2
@JawShoeeAhhh @FabianMleal suck a dick hoe,suck dick hoe,1,1,3
@JawShoeeAhhh @greyyygoose @jehnayy you're gay bitch,youre gay bitch,1,1,3
@JawShoeeAhhh @jehnayy no bitch lol,bitch lol,1,1,2
@JawShoeeAhhh @josecarcamo03 lmao you're on my timeline it ain't spying hoe lol,lmao youre timeline aint spying hoe lol,1,1,7
"@JawShoeeAhhh @keepitplur bitch you beat after losing twice lol and we won 11, you just a hater",bitch beat losing twice lol hater,1,1,6
@JawShoeeAhhh bitch answer me lol,bitch answer lol,1,1,3
@JawShoeeAhhh bitch you can't even say no lol,bitch cant even say lol,1,1,5
@JawShoeeAhhh lmao you're a bitch boy,lmao youre bitch boy,1,1,4
@JawShoeeAhhh lol thanks bitch hahah Vegas ain't ready for us lol,lol thanks bitch hahah vega aint ready u lol,1,1,9
@JawShoeeAhhh shut up bitch,shut bitch,1,1,2
@JawShoeeAhhh that don't mean you're not balling lol shut up hoe lol,dont mean youre balling lol shut hoe lol,1,1,8
@JawShoeeAhhh that means you're balling if you're Jewish lol I don't love hoes lol,mean youre balling youre jewish lol dont love hoe lol,1,1,10
@JawShoeeAhhh you're a bitch lol,youre bitch lol,1,1,3
@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash,song ive heard good mean he trash,2,0,7
"@JayKollsKSTP please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks.",please tell fuming cop bunch coward little bitch allowed near weapon thanks,1,1,12
@Jaydillz they're both big bitches tho lol,theyre big bitch tho lol,1,1,5
@Jaytwofly @G_MUCKA good leave you stupid faggot,good leave stupid faggot,0,1,4
"@Jaytwofly huh, lol mad nigger is mad",huh lol mad nigger mad,0,1,5
@JayyRosayy you ain't got no hoes lil jess you're a lil guy,aint got hoe lil jess youre lil guy,1,1,8
"@Jazwau &#128528; who did you rob, them hoes like 4 online",rob hoe like online,1,1,4
@Jbrendaro30 @ZGabrail @ramsin1995 @GabeEli8 @Jacob2times bitch ass nigggaaa,bitch as nigggaaa,1,1,3
"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended",say time fag queer context suppose people looking get offended,1,1,10
@JefDaBest: The fact this bird ass nigga took my phone and did a light skin pose in school @Mrste617 smh lol http://t.co/Zd3vctXGXh,fact bird as nigga took phone light skin pose school smh lol,1,1,12
@JeffBlogwell time to call hoes,time call hoe,1,1,3
@JennaHord12 Feels like it's been a year since I seen ya queer lolol,feel like year since seen ya queer lolol,1,1,8
@JennaHord12 Nooo Amber's supposed to kill me fag,nooo amber supposed kill fag,1,1,5
@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**,say spray tan charlie crist switch back republican,2,0,8
@JennyMcCarthy don't let idiots that can't even spell retarded get you down.,dont let idiot cant even spell retarded get,1,1,8
@JennyReyes42 @iamadamg_ awwe i love you too jenny! Your so damn perf &amp; NOT ugly. Seriously dis bitch must be blind!,awwe love jenny damn perf amp ugly seriously dis bitch must blind,1,1,12
"@JennyTripleTit it's also a bird, a city, and a math theorem. I make no assumptions!",also bird city math theorem make assumption,2,0,7
@JerGucci I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.,trap anywhere wanna aint bitch n rarely solo,1,1,8
@JerGucci go on Craigslist bitches be on there &#128514;&#128514;,go craigslist bitch,1,1,3
@JerGucci my luck the bitch gonna drug me an I won't even kno what happened lmao,luck bitch gonna drug wont even kno happened lmao,1,1,9
